timestamp_ns,frequency,cpu,time_relative_s
905232208707344,1950000.0,0,-0.070753092
905232208707344,1950000.0,1,-0.070753092
905232208707344,1950000.0,2,-0.070753092
905232208707344,1950000.0,3,-0.070753092
905232208707344,2600000.0,4,-0.070753092
905232208707344,2600000.0,5,-0.070753092
905232208707344,2600000.0,6,-0.070753092
905232208707344,3105000.0,7,-0.070753092
905232458407824,1950000.0,0,0.178947388
905232458407824,1950000.0,1,0.178947388
905232458407824,1950000.0,2,0.178947388
905232458407824,1950000.0,3,0.178947388
905232458407824,2600000.0,4,0.178947388
905232458407824,2600000.0,5,0.178947388
905232458407824,2600000.0,6,0.178947388
905232458407824,3105000.0,7,0.178947388
